CDTrigrama;DSAtributoQuestionario;NOAtributoQuestionario;DSIndicadorEspecificoQuestionario;DSIndicadorGeralQuestionario;DSCategoriaQuestionario;NOQUESTIONARIO
PNG;"O porto atende a todas as quatro opções: ( ) PGRS está elaborado e implementado; ( ) o PGRS foi aprovado pelo órgão ambiental; ( ) há promoção de coleta seletiva e reciclagem de resíduos; e ( ) o porto possui norma com procedimento interno referente ao gerenciamento de resíduos durante e após as operações.";N5;1.3.4.1 Há gerenciamento de resíduos sólidos no porto? (C341);1.3.4 GERENCIAMENTO DE RESÍDUOS SÓLIDOS (C34);CATEGORIA FÍSICO-QUÍMICOS (C3);2014.2
PNG;(   ) Já foi realizado levantamento das espécies para caracterização da biota (terrestre e/ou aquática) existente na área de influência direta do porto e (   ) há o monitoramento de espécies ou grupo de espécies indicadoras de alterações da qualidade ambiental decorrentes da operação do porto (uso de bioindicadores).;N3;1.4.1.1 Há monitoramento da fauna e flora no porto? (C411);1.4.1 BIODIVERSIDADE (C41);CATEGORIA BIOLÓGICO-ECOLÓGICOS (C4);2014.2
PNG;"O porto (   ) elaborou, (   ) implantou e (   ) mantem atualizado um Programa Integrado de Controle e Monitoramento da Fauna Sinantrópica Nociva contemplando todas as espécies potencialmente transmissoras de doenças de importância para a saúde pública que façam parte do contexto local; e (   ) ao final de cada trimestre é entregue à autoridade sanitária, Relatório Descritivo das atividades de controle e monitoramento realizadas.";N5;1.4.1.2 Existe no porto um Programa Integrado de Controle e Monitoramento da Fauna Sinantrópica Nociva? (C412);1.4.1 BIODIVERSIDADE (C41);CATEGORIA BIOLÓGICO-ECOLÓGICOS (C4);2014.2
PNG;O porto (   ) já realizou levantamento e caracterização das espécies aquáticas exóticas/invasoras presentes na sua área, (   ) há monitoramento com periodicidade regular e (   ) são adotadas ações de controle e combate a esses organismos.;N3;1.4.1.3 Há algum levantamento ou monitoramento das espécies aquáticas exóticas/invasoras no porto? (C413);1.4.1 BIODIVERSIDADE (C41);CATEGORIA BIOLÓGICO-ECOLÓGICOS (C4);2014.2
IBB;O porto possui Licença de Operação Válida e vigente.;N5;1.1.1.1 Qual é a situação atual do Licenciamento Ambiental do porto? (C111);1.1.1 GOVERNANÇA AMBIENTAL (C11);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Abaixo do número mínimo de profissionais no Núcleo Ambiental.;N1;1.1.1.2 Quantos profissionais de interesse no Núcleo Ambiental? (C112);1.1.1 GOVERNANÇA AMBIENTAL (C11);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Menos de 50% dos funcionários participaram de treinamento/capacitação.;N2;1.1.1.3 Quantos treinamentos/capacitações ambientais os funcionários do Núcleo Ambiental recebem por ano? (C113);1.1.1 GOVERNANÇA AMBIENTAL (C11);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Nunca foi realizada auditoria ambiental.;N1;1.1.1.4 Qual a situação atual da Auditoria Ambiental do porto? (C114);1.1.1 GOVERNANÇA AMBIENTAL (C11);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Não existe banco de dados.;N1;1.1.2.1 O porto possui banco de dados oceanográficos/hidrológicos e meteorológicos/climatológicos próprio? (C121);1.1.2 SEGURANÇA (C12);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Atende três das opções do N5.;N3;1.1.2.2 Quantos planos foram elaborados e implementados no porto em relação à prevenção de riscos e atendimento a emergência? (C122);1.1.2 SEGURANÇA (C12);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Nenhum acidente ambiental.;N5;1.1.2.3 Quantos acidentes ambientais ocorreram na Área do Porto Organizado (APO) e em seus arredores no último ano? (C123);1.1.2 SEGURANÇA (C12);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Todas as quatro opções: ( ) O porto dispõe de instalações ou meios adequados para o recebimento e tratamento dos diversos tipos de resíduos, ( ) há destinação de resíduos para reciclagem, ( ) há o controle do porto sobre a disposição final e ( ) o porto atualizou as informações do GISIS.;N5;1.1.3.1 Quais as ações de retirada dos resíduos de navios no porto? (C131);1.1.3 GESTÃO DAS OPERAÇÕES PORTUÁRIAS (C13);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;"Todas as quatro opções: ( ) Há segregação em terminais, pátios e armazés; ( ) possui áreas específicas para a disposição de contêineres avariados ou com risco de vazamento; ( ) há sinalização vertical e horizontal nas áreas de circulação interna, de armazenagem e manuseio de produtos; e ( ) há Programa de Gerenciamento de Riscos estabelecendo condições para o transporte, manuseio e armazenamento de produtos perigosos.";N5;1.1.3.2 Quais as ações relacionadas às operações de movimentação e armazenamento de contêineres com produtos perigosos? (C132);1.1.3 GESTÃO DAS OPERAÇÕES PORTUÁRIAS (C13);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Não atende qualquer das opções do N3.;N1;1.1.4.1 O porto busca reduzir o seu consumo de energia? (C141);1.1.4 GERENCIAMENTO DE ENERGIA (C14);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Não há geração de energia limpa e renovável pelo porto.;N1;1.1.4.2 Há geração de energia limpa e renovável pelo porto para a sua utilização em atividades operacionais e/ou administrativas? (C142);1.1.4 GERENCIAMENTO DE ENERGIA (C14);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Não possui sistema OPS.;N1;1.1.4.3 O porto dispõe de sistema para fornecimento de energia (Onshore Power Supply - OPS) aos navios? (C143);1.1.4 GERENCIAMENTO DE ENERGIA (C14);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Atende uma das opções do N5.;N2;1.1.5.1 Como a internalização dos custos ambientais no orçamento é feita pelo porto? (C151);1.1.5 CUSTOS E BENEFÍCIOS DAS AÇÕES AMBIENTAIS (C15);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Até 20%.;N1;1.1.6.1 Qual o nível de divulgação de informações ambientais do porto através do seu sítio eletrônico na Internet? (C161);1.1.6 AGENDA AMBIENTAL (C16);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Não foi elaborada agenda ambiental local.;N1;1.1.6.2 Em qual situação se encontra a Agenda Ambiental Local do porto? (C162);1.1.6 AGENDA AMBIENTAL (C16);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Não foi elaborada agenda ambiental institucional.;N1;1.1.6.3 Qual a situação atual da Agenda Ambiental Institucional do porto? (C163);1.1.6 AGENDA AMBIENTAL (C16);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Não atende a nenhuma opções acima.;N1;1.1.6.4 Quantas certificações voluntárias o porto possui? (C164);1.1.6 AGENDA AMBIENTAL (C16);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;A Autoridade Portuária apresenta planilha(s) com informações atuais sobre a situação das empresas (terminais arrendados e/ou operadores avulsos) quanto ao: ( ) Licenciamento ambiental, ( ) realização das auditorias ambientais, ( ) Plano de Emergência Individual - PEI, ( ) planos de gerenciamento de resíduos sólidos, ( ) certificações voluntárias e ( ) Educação Ambiental.;N5;1.1.7.1 A Autoridade Portuária acompanha e controla o desempenho ambiental dos terminais arrendados e/ou operadores avulsos? (C171);1.1.7 GESTÃO CONDOMINIAL DO PORTO ORGANIZADO (C17);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Todas as empresas (100%) que movimentam/armazenam carga ( terminais arrendados e/ou operadores avulsos) possuem licença adequada ao seu status (LP/LI/LO) e vigente.;N5;1.1.7.2 Qual a situação do licenciamento ambiental das empresas (terminais arrendados e/ou operadores avulsos)? (C172);1.1.7 GESTÃO CONDOMINIAL DO PORTO ORGANIZADO (C17);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Entre 50% e 75% (50% > e < 75%) dos terminais arrendados possuem PEI e apresentam capacidade operacional adequada ao atendimento às emergências envolvendo vazamentos de óleo.;N3;1.1.7.3 Qual a situação do Plano de Emergência Individual - PEI dos terminais arrendados? (C173);1.1.7 GESTÃO CONDOMINIAL DO PORTO ORGANIZADO (C17);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Menos de 25% dos terminais arrendados realizaram auditoria ambiental dentro do prazo dos  dois últimos anos.;N1;1.1.7.4 Qual a situação das auditorias ambientais dos terminais arrendados? (C174);1.1.7 GESTÃO CONDOMINIAL DO PORTO ORGANIZADO (C17);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Todos (100%) os terminais arrendados possuem seus respectivos planos de gerenciamento de resíduos sólidos.;N5;1.1.7.5 Qual a situação dos Planos de Gerenciamento de Resíduos Sólidos - PGRS dos terminais arrendados? (C175);1.1.7 GESTÃO CONDOMINIAL DO PORTO ORGANIZADO (C17);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Menos de 25% dos terminais arrendados desenvolvem programas de educação ambiental.;N1;1.1.7.7 Existem programas de educação ambiental promovidos pelos terminais arrendados? (C177);1.1.7 GESTÃO CONDOMINIAL DO PORTO ORGANIZADO (C17);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Menos de 25% das empresas (terminais arrendados e/ou operadores avulsos) possuem pelo menos duas certificações.;N1;1.1.7.6 Qual a situação das certificações voluntárias dos terminais arrendados? (C176);1.1.7 GESTÃO CONDOMINIAL DO PORTO ORGANIZADO (C17);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
IBB;Atende uma das opções do N3.;N1;1.2.1.1 Há no porto a promoção de ações de educação ambiental? (C211);1.2.1 EDUCAÇÃO AMBIENTAL (C21);CATEGORIA SOCIOLÓGICO-CULTURAIS (C2);2014.2
IBB;Realizou três ações de promoção de saúde no último ano.;N4;1.2.2.1 Quantas ações de promoção da saúde existem no porto? (C221);1.2.2 SAÚDE PÚBLICA (C22);CATEGORIA SOCIOLÓGICO-CULTURAIS (C2);2014.2
IBB;Não atende qualquer das opções do N5.;N1;1.2.2.2 Há plano de contigência de saúde no porto? (C222);1.2.2 SAÚDE PÚBLICA (C22);CATEGORIA SOCIOLÓGICO-CULTURAIS (C2);2014.2
IBB;O porto executa um programa de monitoramento contínuo ou periódico da qualidade da água e possui o registro sistematizado das informações na forma de um banco de dados.;N5;1.3.1.1 O porto realiza o monitoramento da qualidade da água do ambiente onde está inserido?  (C311);1.3.1 MONITORAMENTO DA ÁGUA (C31);CATEGORIA FÍSICO-QUÍMICOS (C3);2014.2
IBB;Sim. Há um sistema de micro drenagem e um sitema de macro drenagem que atende 100% da área do porto. O sistema de macro drenagem não é composto por medidas compensatórias (medidas de remediaçã).;N4;1.3.1.2 Há drenagem pluvial no porto? (C312);1.3.1 MONITORAMENTO DA ÁGUA (C31);CATEGORIA FÍSICO-QUÍMICOS (C3);2014.2
IBB;Há controle das ações.;N2;1.3.1.3 Qual a situação das ações de redução e reuso da água no porto? (C313);1.3.1 MONITORAMENTO DA ÁGUA (C31);CATEGORIA FÍSICO-QUÍMICOS (C3);2014.2
IBB;Monitoramento ambiental da área dragada e da área de disposição.;N3;1.3.2.1 Qual a situação atual da área dragada e sua disposição no porto? (C321);1.3.2 MONITORAMENTO DO SOLO E MATERIAL DRAGADO (C32);CATEGORIA FÍSICO-QUÍMICOS (C3);2014.2
IBB;O porto nunca teve passivos ambientais.;N5;1.3.2.2 Há passivos ambientais relacionados no porto? (C322);1.3.2 MONITORAMENTO DO SOLO E MATERIAL DRAGADO (C32);CATEGORIA FÍSICO-QUÍMICOS (C3);2014.2
IBB;(   ) É feito o monitoramento das emissões de materiais particulados OU de gases com periodicidade regular e (   ) foi elaborado o Inventário de Emissões com identificação das fontes e quantificação dos gases de efeito estufa.;N4;1.3.3.1 Há monitoramento dos poluentes atmosféricos (gases e particulado) emitidos pelo porto? (C331);1.3.3 MONITORAMENTO DO AR E RUÍDO (C33);CATEGORIA FÍSICO-QUÍMICOS (C3);2014.2
IBB;(   ) Há monitoramento periódico de ruídos e (   ) existe inventário com identificação das fontes e respectivos níveis de ruído para elaboração de mapa de riscos (PPRA).;N3;1.3.3.2 Há monitoramento da poluição sonora emitida pelo porto? (C332);1.3.3 MONITORAMENTO DO AR E RUÍDO (C33);CATEGORIA FÍSICO-QUÍMICOS (C3);2014.2
IBB;"O porto atende a todas as quatro opções: ( ) PGRS está elaborado e implementado; ( ) o PGRS foi aprovado pelo órgão ambiental; ( ) há promoção de coleta seletiva e reciclagem de resíduos; e ( ) o porto possui norma com procedimento interno referente ao gerenciamento de resíduos durante e após as operações.";N5;1.3.4.1 Há gerenciamento de resíduos sólidos no porto? (C341);1.3.4 GERENCIAMENTO DE RESÍDUOS SÓLIDOS (C34);CATEGORIA FÍSICO-QUÍMICOS (C3);2014.2
IBB;(   ) Já foi realizado levantamento das espécies para caracterização da biota (terrestre e/ou aquática) existente na área de influência direta do porto e (   ) há o monitoramento de espécies ou grupo de espécies indicadoras de alterações da qualidade ambiental decorrentes da operação do porto (uso de bioindicadores).;N3;1.4.1.1 Há monitoramento da fauna e flora no porto? (C411);1.4.1 BIODIVERSIDADE (C41);CATEGORIA BIOLÓGICO-ECOLÓGICOS (C4);2014.2
IBB;"O porto (   ) elaborou, (   ) implantou e (   ) mantem atualizado um Programa Integrado de Controle e Monitoramento da Fauna Sinantrópica Nociva contemplando todas as espécies potencialmente transmissoras de doenças de importância para a saúde pública que façam parte do contexto local; e (   ) ao final de cada trimestre é entregue à autoridade sanitária, Relatório Descritivo das atividades de controle e monitoramento realizadas.";N5;1.4.1.2 Existe no porto um Programa Integrado de Controle e Monitoramento da Fauna Sinantrópica Nociva? (C412);1.4.1 BIODIVERSIDADE (C41);CATEGORIA BIOLÓGICO-ECOLÓGICOS (C4);2014.2
IBB;O porto (   ) já realizou levantamento e caracterização das espécies aquáticas exóticas/invasoras presentes na sua área, (   ) há monitoramento com periodicidade regular e (   ) são adotadas ações de controle e combate a esses organismos.;N3;1.4.1.3 Há algum levantamento ou monitoramento das espécies aquáticas exóticas/invasoras no porto? (C413);1.4.1 BIODIVERSIDADE (C41);CATEGORIA BIOLÓGICO-ECOLÓGICOS (C4);2014.2
ITJ;O porto possui Licença de Operação Válida e vigente.;N5;1.1.1.1 Qual é a situação atual do Licenciamento Ambiental do porto? (C111);1.1.1 GOVERNANÇA AMBIENTAL (C11);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Possui o número mínimo de profisionais no Núcleo Ambiental.;N2;1.1.1.2 Quantos profissionais de interesse no Núcleo Ambiental? (C112);1.1.1 GOVERNANÇA AMBIENTAL (C11);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Mais de 50% dos funcionários participaram de treinamento/capacitação.;N3;1.1.1.3 Quantos treinamentos/capacitações ambientais os funcionários do Núcleo Ambiental recebem por ano? (C113);1.1.1 GOVERNANÇA AMBIENTAL (C11);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;A auditoria ambiental foi realizada até dois anos atrás.;N3;1.1.1.4 Qual a situação atual da Auditoria Ambiental do porto? (C114);1.1.1 GOVERNANÇA AMBIENTAL (C11);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Existe banco de dados com atualização mínima semestral.;N3;1.1.2.1 O porto possui banco de dados oceanográficos/hidrológicos e meteorológicos/climatológicos próprio? (C121);1.1.2 SEGURANÇA (C12);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Todas as cinco opções: ( ) Plano de Emergência Individual - PEI, ( ) Plano de Área, ( ) Plano de Controle de Emergência - PCE, ( ) Plano de Ajuda Mútua - PAM e ( ) Programa de Prevenção de Riscos Ambientais - PPRA.;N5;1.1.2.2 Quantos planos foram elaborados e implementados no porto em relação à prevenção de riscos e atendimento a emergência? (C122);1.1.2 SEGURANÇA (C12);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Nenhum acidente ambiental.;N5;1.1.2.3 Quantos acidentes ambientais ocorreram na Área do Porto Organizado (APO) e em seus arredores no último ano? (C123);1.1.2 SEGURANÇA (C12);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Todas as quatro opções: ( ) O porto dispõe de instalações ou meios adequados para o recebimento e tratamento dos diversos tipos de resíduos, ( ) há destinação de resíduos para reciclagem, ( ) há o controle do porto sobre a disposição final e ( ) o porto atualizou as informações do GISIS.;N5;1.1.3.1 Quais as ações de retirada dos resíduos de navios no porto? (C131);1.1.3 GESTÃO DAS OPERAÇÕES PORTUÁRIAS (C13);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;"Todas as quatro opções: ( ) Há segregação em terminais, pátios e armazés; ( ) possui áreas específicas para a disposição de contêineres avariados ou com risco de vazamento; ( ) há sinalização vertical e horizontal nas áreas de circulação interna, de armazenagem e manuseio de produtos; e ( ) há Programa de Gerenciamento de Riscos estabelecendo condições para o transporte, manuseio e armazenamento de produtos perigosos.";N5;1.1.3.2 Quais as ações relacionadas às operações de movimentação e armazenamento de contêineres com produtos perigosos? (C132);1.1.3 GESTÃO DAS OPERAÇÕES PORTUÁRIAS (C13);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Atende duas das opções do N3.;N2;1.1.4.1 O porto busca reduzir o seu consumo de energia? (C141);1.1.4 GERENCIAMENTO DE ENERGIA (C14);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Não há geração de energia limpa e renovável pelo porto.;N1;1.1.4.2 Há geração de energia limpa e renovável pelo porto para a sua utilização em atividades operacionais e/ou administrativas? (C142);1.1.4 GERENCIAMENTO DE ENERGIA (C14);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Não possui sistema OPS.;N1;1.1.4.3 O porto dispõe de sistema para fornecimento de energia (Onshore Power Supply - OPS) aos navios? (C143);1.1.4 GERENCIAMENTO DE ENERGIA (C14);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Atende três das opções do N5.;N4;1.1.5.1 Como a internalização dos custos ambientais no orçamento é feita pelo porto? (C151);1.1.5 CUSTOS E BENEFÍCIOS DAS AÇÕES AMBIENTAIS (C15);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Entre 80% e 100%.;N5;1.1.6.1 Qual o nível de divulgação de informações ambientais do porto através do seu sítio eletrônico na Internet? (C161);1.1.6 AGENDA AMBIENTAL (C16);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Há agenda ambiental local e há ações de implantação.;N3;1.1.6.2 Em qual situação se encontra a Agenda Ambiental Local do porto? (C162);1.1.6 AGENDA AMBIENTAL (C16);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Há agenda ambiental institucional e há ações de implantação.;N3;1.1.6.3 Qual a situação atual da Agenda Ambiental Institucional do porto? (C163);1.1.6 AGENDA AMBIENTAL (C16);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Não atende a nenhuma opções acima.;N1;1.1.6.4 Quantas certificações voluntárias o porto possui? (C164);1.1.6 AGENDA AMBIENTAL (C16);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;A Autoridade Portuária apresenta planilha(s) com informações atuais sobre a situação das empresas (terminais arrendados e/ou operadores avulsos) quanto ao: ( ) Licenciamento ambiental, ( ) realização das auditorias ambientais, ( ) Plano de Emergência Individual - PEI, ( ) planos de gerenciamento de resíduos sólidos, ( ) certificações voluntárias e ( ) Educação Ambiental.;N5;1.1.7.1 A Autoridade Portuária acompanha e controla o desempenho ambiental dos terminais arrendados e/ou operadores avulsos? (C171);1.1.7 GESTÃO CONDOMINIAL DO PORTO ORGANIZADO (C17);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Menos de 25% das empresas que movimentam/armazenam carga (terminais arrendados e/ou operadores avulsos) possuem licença adequada ao seu status (LP/LI/LO) e vigente.;N1;1.1.7.2 Qual a situação do licenciamento ambiental das empresas (terminais arrendados e/ou operadores avulsos)? (C172);1.1.7 GESTÃO CONDOMINIAL DO PORTO ORGANIZADO (C17);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Todos (100%) os terminais arrendados possuem PEI e apresentam capacidade operacional adequada ao atendimento às emergências envolvendo vazamentos de óelo.;N5;1.1.7.3 Qual a situação do Plano de Emergência Individual - PEI dos terminais arrendados? (C173);1.1.7 GESTÃO CONDOMINIAL DO PORTO ORGANIZADO (C17);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Todos (100%) os terminais arrendados realizaram auditoria ambiental dentro do prazo dos dois últimos anos.;N5;1.1.7.4 Qual a situação das auditorias ambientais dos terminais arrendados? (C174);1.1.7 GESTÃO CONDOMINIAL DO PORTO ORGANIZADO (C17);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Todos (100%) os terminais arrendados possuem seus respectivos planos de gerenciamento de resíduos sólidos.;N5;1.1.7.5 Qual a situação dos Planos de Gerenciamento de Resíduos Sólidos - PGRS dos terminais arrendados? (C175);1.1.7 GESTÃO CONDOMINIAL DO PORTO ORGANIZADO (C17);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Todos (100%) os terminais arrendados desenvolvem programas de educação ambiental.;N5;1.1.7.7 Existem programas de educação ambiental promovidos pelos terminais arrendados? (C177);1.1.7 GESTÃO CONDOMINIAL DO PORTO ORGANIZADO (C17);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;Todas (100%) as empresas (terminais arrendados e/ou operadores avulsos) possuem pelo menos duas certificações.;N5;1.1.7.6 Qual a situação das certificações voluntárias dos terminais arrendados? (C176);1.1.7 GESTÃO CONDOMINIAL DO PORTO ORGANIZADO (C17);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
ITJ;"Todas as três opções: ( ) promove a conscientização dos trabalhadores sobre as repercussões da atividade portuária no meio ambiente, mantendo a educação ambiental integrada aos processos de capacitação dos profissionais do porto; ( ) desenvolve programas de educação ambiental em parceria com as escolas, universidades e/ou organizações não-governamentais; e ( ) os programas de educação atingem também a comunidade externa ao porto.";N3;1.2.1.1 Há no porto a promoção de ações de educação ambiental? (C211);1.2.1 EDUCAÇÃO AMBIENTAL (C21);CATEGORIA SOCIOLÓGICO-CULTURAIS (C2);2014.2
ITJ;Realizou quatro ou mais ações de promoção de saúde no último ano.;N5;1.2.2.1 Quantas ações de promoção da saúde existem no porto? (C221);1.2.2 SAÚDE PÚBLICA (C22);CATEGORIA SOCIOLÓGICO-CULTURAIS (C2);2014.2
ITJ;Atende três das opções do N5.;N4;1.2.2.2 Há plano de contigência de saúde no porto? (C222);1.2.2 SAÚDE PÚBLICA (C22);CATEGORIA SOCIOLÓGICO-CULTURAIS (C2);2014.2
ITJ;O porto executa um programa de monitoramento contínuo ou periódico da qualidade da água e possui o registro sistematizado das informações na forma de um banco de dados.;N5;1.3.1.1 O porto realiza o monitoramento da qualidade da água do ambiente onde está inserido?  (C311);1.3.1 MONITORAMENTO DA ÁGUA (C31);CATEGORIA FÍSICO-QUÍMICOS (C3);2014.2
ITJ;Sim. Há um sistema de micro drenagem e um sitema de macro drenagem que atende parcialmente a área do porto. O sistema de macro drenagem é composto por medidas compensatórias (medidas de remediação). ;N3;1.3.1.2 Há drenagem pluvial no porto? (C312);1.3.1 MONITORAMENTO DA ÁGUA (C31);CATEGORIA FÍSICO-QUÍMICOS (C3);2014.2
ITJ;Há controle das ações.;N2;1.3.1.3 Qual a situação das ações de redução e reuso da água no porto? (C313);1.3.1 MONITORAMENTO DA ÁGUA (C31);CATEGORIA FÍSICO-QUÍMICOS (C3);2014.2
ITJ;Monitoramento ambiental da área dragada e da área de disposição.;N3;1.3.2.1 Qual a situação atual da área dragada e sua disposição no porto? (C321);1.3.2 MONITORAMENTO DO SOLO E MATERIAL DRAGADO (C32);CATEGORIA FÍSICO-QUÍMICOS (C3);2014.2
ITJ;O porto nunca teve passivos ambientais.;N5;1.3.2.2 Há passivos ambientais relacionados no porto? (C322);1.3.2 MONITORAMENTO DO SOLO E MATERIAL DRAGADO (C32);CATEGORIA FÍSICO-QUÍMICOS (C3);2014.2
ITJ;(   ) É feito o monitoramento das emissões de materiais particulados E de gases com periodicidade regular e (   ) foi elaborado o Inventário de Emissões com identificação das fontes e quantificação dos gases de efeito estufa.;N5;1.3.3.1 Há monitoramento dos poluentes atmosféricos (gases e particulado) emitidos pelo porto? (C331);1.3.3 MONITORAMENTO DO AR E RUÍDO (C33);CATEGORIA FÍSICO-QUÍMICOS (C3);2014.2
ITJ;(   ) Há monitoramento periódico de ruídos e (   ) existe inventário com identificação das fontes e respectivos níveis de ruído para elaboração de mapa de riscos (PPRA).;N3;1.3.3.2 Há monitoramento da poluição sonora emitida pelo porto? (C332);1.3.3 MONITORAMENTO DO AR E RUÍDO (C33);CATEGORIA FÍSICO-QUÍMICOS (C3);2014.2
ITJ;"O porto atende a todas as quatro opções: ( ) PGRS está elaborado e implementado; ( ) o PGRS foi aprovado pelo órgão ambiental; ( ) há promoção de coleta seletiva e reciclagem de resíduos; e ( ) o porto possui norma com procedimento interno referente ao gerenciamento de resíduos durante e após as operações.";N5;1.3.4.1 Há gerenciamento de resíduos sólidos no porto? (C341);1.3.4 GERENCIAMENTO DE RESÍDUOS SÓLIDOS (C34);CATEGORIA FÍSICO-QUÍMICOS (C3);2014.2
ITJ;(   ) Já foi realizado levantamento das espécies para caracterização da biota (terrestre e/ou aquática) existente na área de influência direta do porto e (   ) há o monitoramento de espécies ou grupo de espécies indicadoras de alterações da qualidade ambiental decorrentes da operação do porto (uso de bioindicadores).;N3;1.4.1.1 Há monitoramento da fauna e flora no porto? (C411);1.4.1 BIODIVERSIDADE (C41);CATEGORIA BIOLÓGICO-ECOLÓGICOS (C4);2014.2
ITJ;"O porto (   ) elaborou, (   ) implantou e (   ) mantem atualizado um Programa Integrado de Controle e Monitoramento da Fauna Sinantrópica Nociva contemplando todas as espécies potencialmente transmissoras de doenças de importância para a saúde pública que façam parte do contexto local; e (   ) ao final de cada trimestre é entregue à autoridade sanitária, Relatório Descritivo das atividades de controle e monitoramento realizadas.";N5;1.4.1.2 Existe no porto um Programa Integrado de Controle e Monitoramento da Fauna Sinantrópica Nociva? (C412);1.4.1 BIODIVERSIDADE (C41);CATEGORIA BIOLÓGICO-ECOLÓGICOS (C4);2014.2
ITJ;O porto (   ) já realizou levantamento e caracterização das espécies aquáticas exóticas/invasoras presentes na sua área, (   ) há monitoramento com periodicidade regular e (   ) são adotadas ações de controle e combate a esses organismos.;N3;1.4.1.3 Há algum levantamento ou monitoramento das espécies aquáticas exóticas/invasoras no porto? (C413);1.4.1 BIODIVERSIDADE (C41);CATEGORIA BIOLÓGICO-ECOLÓGICOS (C4);2014.2
SFS;O porto ainda não possui Licença de Operação, mas existe processo de licenciamento para regularização, a Autoridade portuária já entregou ao órgão ambiental licenciador o estudo ambiental exigido e atualmente aguarda manifstação do mesmo.;N4;1.1.1.1 Qual é a situação atual do Licenciamento Ambiental do porto? (C111);1.1.1 GOVERNANÇA AMBIENTAL (C11);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
SFS;Abaixo do número mínimo de profissionais no Núcleo Ambiental.;N1;1.1.1.2 Quantos profissionais de interesse no Núcleo Ambiental? (C112);1.1.1 GOVERNANÇA AMBIENTAL (C11);CATEGORIA ECONÔMICO-OPERACIONAIS (C1);2014.2
